"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","UNEMP","TOT","PC_LF","M","2015-03",5.383448,
"ISR","UNEMP","TOT","PC_LF","M","2015-04",4.946242,
"ISR","UNEMP","TOT","PC_LF","M","2015-05",5.043119,
"ISR","UNEMP","TOT","PC_LF","M","2015-06",5.33897,
"ISR","UNEMP","TOT","PC_LF","M","2015-07",5.458616,
"ISR","UNEMP","TOT","PC_LF","M","2015-08",5.116457,
"ISR","UNEMP","TOT","PC_LF","M","2015-09",5.167814,
"ISR","UNEMP","TOT","PC_LF","M","2015-10",5.164908,
"ISR","UNEMP","TOT","PC_LF","M","2015-11",5.262515,
"ISR","UNEMP","TOT","PC_LF","M","2015-12",5.226039,
"ISR","UNEMP","TOT","PC_LF","M","2016-01",4.982343,
"ISR","UNEMP","TOT","PC_LF","M","2016-02",5.34816,
"ISR","UNEMP","TOT","PC_LF","M","2016-03",5.198517,
"ISR","UNEMP","TOT","PC_LF","M","2016-04",5.02514,
"ISR","UNEMP","TOT","PC_LF","M","2016-05",4.83219,
"ISR","UNEMP","TOT","PC_LF","M","2016-06",4.539022,
"ISR","UNEMP","TOT","PC_LF","M","2016-07",4.758982,
"ISR","UNEMP","TOT","PC_LF","M","2016-08",4.706126,
"ISR","UNEMP","TOT","PC_LF","M","2016-09",4.813709,
"ISR","UNEMP","TOT","PC_LF","M","2016-10",4.740214,
"ISR","UNEMP","TOT","PC_LF","M","2016-11",4.520914,
"ISR","UNEMP","TOT","PC_LF","M","2016-12",4.235737,
"ISR","UNEMP","TOT","PC_LF","M","2017-01",4.47323,
"ISR","UNEMP","TOT","PC_LF","M","2017-02",4.32465,
"ISR","UNEMP","TOT","PC_LF","M","2017-03",4.455259,
"ISR","UNEMP","TOT","PC_LF","M","2017-04",4.40512,
"ISR","UNEMP","TOT","PC_LF","M","2017-05",4.519954,
"ISR","UNEMP","TOT","PC_LF","M","2017-06",4.309114,
"ISR","UNEMP","TOT","PC_LF","M","2017-07",3.976949,
"ISR","UNEMP","TOT","PC_LF","M","2017-08",4.125946,
"ISR","UNEMP","TOT","PC_LF","M","2017-09",3.996275,
"ISR","UNEMP","TOT","PC_LF","M","2017-10",4.024223,
"ISR","UNEMP","TOT","PC_LF","M","2017-11",4.102804,
"ISR","UNEMP","TOT","PC_LF","M","2017-12",3.956404,
"ISR","UNEMP","TOT","PC_LF","M","2018-01",3.611263,
"ISR","UNEMP","TOT","PC_LF","M","2018-02",3.854712,
"ISR","UNEMP","TOT","PC_LF","M","2018-03",3.685987,
"ISR","UNEMP","TOT","PC_LF","M","2018-04",3.97326,
"ISR","UNEMP","TOT","PC_LF","M","2018-05",3.986714,
"ISR","UNEMP","TOT","PC_LF","M","2018-06",3.999431,
"ISR","UNEMP","TOT","PC_LF","M","2018-07",4.218518,
"ISR","UNEMP","TOT","PC_LF","M","2018-08",4.023643,
"ISR","UNEMP","TOT","PC_LF","M","2018-09",4.167737,
"ISR","UNEMP","TOT","PC_LF","M","2018-10",4.15114,
"ISR","UNEMP","TOT","PC_LF","M","2018-11",4.063678,
"ISR","UNEMP","TOT","PC_LF","M","2018-12",4.13499,
"ISR","UNEMP","TOT","PC_LF","M","2019-01",4.128506,
"ISR","UNEMP","TOT","PC_LF","M","2019-02",4.04487,
"ISR","UNEMP","TOT","PC_LF","M","2019-03",3.80323,
"ISR","UNEMP","TOT","PC_LF","M","2019-04",3.859375,
"ISR","UNEMP","TOT","PC_LF","M","2019-05",3.73119,
"ISR","UNEMP","TOT","PC_LF","M","2019-06",4.051616,
"ISR","UNEMP","TOT","PC_LF","M","2019-07",3.704921,
"ISR","UNEMP","TOT","PC_LF","M","2019-08",3.715467,
"ISR","UNEMP","TOT","PC_LF","M","2019-09",3.579042,
"ISR","UNEMP","TOT","PC_LF","M","2019-10",3.577257,
"ISR","UNEMP","TOT","PC_LF","M","2019-11",3.949364,
"ISR","UNEMP","TOT","PC_LF","M","2019-12",3.551643,
"ISR","UNEMP","TOT","PC_LF","M","2020-01",3.58457,
"ISR","UNEMP","TOT","PC_LF","M","2020-02",3.35377,
"COL","UNEMP","TOT","PC_LF","M","2007-01",11.46405,
"COL","UNEMP","TOT","PC_LF","M","2007-02",11.63421,
"COL","UNEMP","TOT","PC_LF","M","2007-03",11.68554,
"COL","UNEMP","TOT","PC_LF","M","2007-04",10.94021,
"COL","UNEMP","TOT","PC_LF","M","2007-05",11.59808,
"COL","UNEMP","TOT","PC_LF","M","2007-06",11.42886,
"COL","UNEMP","TOT","PC_LF","M","2007-07",10.72598,
"COL","UNEMP","TOT","PC_LF","M","2007-08",11.07108,
"COL","UNEMP","TOT","PC_LF","M","2007-09",11.31256,
"COL","UNEMP","TOT","PC_LF","M","2007-10",11.30351,
"COL","UNEMP","TOT","PC_LF","M","2007-11",10.67002,
"COL","UNEMP","TOT","PC_LF","M","2007-12",10.64253,
"COL","UNEMP","TOT","PC_LF","M","2008-01",10.74035,
"COL","UNEMP","TOT","PC_LF","M","2008-02",10.82606,
"COL","UNEMP","TOT","PC_LF","M","2008-03",11.09336,
"COL","UNEMP","TOT","PC_LF","M","2008-04",11.14862,
"COL","UNEMP","TOT","PC_LF","M","2008-05",10.80926,
"COL","UNEMP","TOT","PC_LF","M","2008-06",11.43742,
"COL","UNEMP","TOT","PC_LF","M","2008-07",11.57533,
"COL","UNEMP","TOT","PC_LF","M","2008-08",11.52665,
"COL","UNEMP","TOT","PC_LF","M","2008-09",11.43377,
"COL","UNEMP","TOT","PC_LF","M","2008-10",11.27911,
"COL","UNEMP","TOT","PC_LF","M","2008-11",12.12532,
"COL","UNEMP","TOT","PC_LF","M","2008-12",11.29785,
"COL","UNEMP","TOT","PC_LF","M","2009-01",11.65639,
"COL","UNEMP","TOT","PC_LF","M","2009-02",11.29249,
"COL","UNEMP","TOT","PC_LF","M","2009-03",11.82908,
"COL","UNEMP","TOT","PC_LF","M","2009-04",12.11593,
"COL","UNEMP","TOT","PC_LF","M","2009-05",11.68596,
"COL","UNEMP","TOT","PC_LF","M","2009-06",11.65665,
"COL","UNEMP","TOT","PC_LF","M","2009-07",12.14433,
"COL","UNEMP","TOT","PC_LF","M","2009-08",12.07825,
"COL","UNEMP","TOT","PC_LF","M","2009-09",12.70304,
"COL","UNEMP","TOT","PC_LF","M","2009-10",12.95673,
"COL","UNEMP","TOT","PC_LF","M","2009-11",12.53138,
"COL","UNEMP","TOT","PC_LF","M","2009-12",12.06857,
"COL","UNEMP","TOT","PC_LF","M","2010-01",12.12122,
"COL","UNEMP","TOT","PC_LF","M","2010-02",11.43519,
"COL","UNEMP","TOT","PC_LF","M","2010-03",11.69549,
"COL","UNEMP","TOT","PC_LF","M","2010-04",12.22529,
"COL","UNEMP","TOT","PC_LF","M","2010-05",12.11228,
"COL","UNEMP","TOT","PC_LF","M","2010-06",12.0211,
"COL","UNEMP","TOT","PC_LF","M","2010-07",12.24664,
"COL","UNEMP","TOT","PC_LF","M","2010-08",11.57238,
"COL","UNEMP","TOT","PC_LF","M","2010-09",11.14757,
"COL","UNEMP","TOT","PC_LF","M","2010-10",11.4304,
"COL","UNEMP","TOT","PC_LF","M","2010-11",12.12646,
"COL","UNEMP","TOT","PC_LF","M","2010-12",11.84077,
"COL","UNEMP","TOT","PC_LF","M","2011-01",11.21339,
"COL","UNEMP","TOT","PC_LF","M","2011-02",11.56131,
"COL","UNEMP","TOT","PC_LF","M","2011-03",10.75309,
"COL","UNEMP","TOT","PC_LF","M","2011-04",11.13166,
"COL","UNEMP","TOT","PC_LF","M","2011-05",11.27321,
"COL","UNEMP","TOT","PC_LF","M","2011-06",11.29692,
"COL","UNEMP","TOT","PC_LF","M","2011-07",11.16548,
"COL","UNEMP","TOT","PC_LF","M","2011-08",10.44868,
"COL","UNEMP","TOT","PC_LF","M","2011-09",10.27388,
"COL","UNEMP","TOT","PC_LF","M","2011-10",10.26403,
"COL","UNEMP","TOT","PC_LF","M","2011-11",10.56573,
"COL","UNEMP","TOT","PC_LF","M","2011-12",10.61039,
"COL","UNEMP","TOT","PC_LF","M","2012-01",10.31629,
"COL","UNEMP","TOT","PC_LF","M","2012-02",10.6699,
"COL","UNEMP","TOT","PC_LF","M","2012-03",10.17473,
"COL","UNEMP","TOT","PC_LF","M","2012-04",10.80928,
"COL","UNEMP","TOT","PC_LF","M","2012-05",10.81613,
"COL","UNEMP","TOT","PC_LF","M","2012-06",10.4232,
"COL","UNEMP","TOT","PC_LF","M","2012-07",10.4741,
"COL","UNEMP","TOT","PC_LF","M","2012-08",10.09801,
"COL","UNEMP","TOT","PC_LF","M","2012-09",10.45823,
"COL","UNEMP","TOT","PC_LF","M","2012-10",10.10007,
"COL","UNEMP","TOT","PC_LF","M","2012-11",10.52512,
"COL","UNEMP","TOT","PC_LF","M","2012-12",10.30394,
"COL","UNEMP","TOT","PC_LF","M","2013-01",10.0015,
"COL","UNEMP","TOT","PC_LF","M","2013-02",10.57397,
"COL","UNEMP","TOT","PC_LF","M","2013-03",10.03484,
"COL","UNEMP","TOT","PC_LF","M","2013-04",10.15323,
"COL","UNEMP","TOT","PC_LF","M","2013-05",9.527529,
"COL","UNEMP","TOT","PC_LF","M","2013-06",9.677406,
"COL","UNEMP","TOT","PC_LF","M","2013-07",9.613003,
"COL","UNEMP","TOT","PC_LF","M","2013-08",9.613123,
"COL","UNEMP","TOT","PC_LF","M","2013-09",9.476885,
"COL","UNEMP","TOT","PC_LF","M","2013-10",8.910813,
"COL","UNEMP","TOT","PC_LF","M","2013-11",9.699432,
"COL","UNEMP","TOT","PC_LF","M","2013-12",9.090602,
"COL","UNEMP","TOT","PC_LF","M","2014-01",9.173864,
"COL","UNEMP","TOT","PC_LF","M","2014-02",9.51404,
"COL","UNEMP","TOT","PC_LF","M","2014-03",9.504525,
"COL","UNEMP","TOT","PC_LF","M","2014-04",8.899204,
"COL","UNEMP","TOT","PC_LF","M","2014-05",8.902064,
"COL","UNEMP","TOT","PC_LF","M","2014-06",9.600203,
"COL","UNEMP","TOT","PC_LF","M","2014-07",9.017272,
"COL","UNEMP","TOT","PC_LF","M","2014-08",9.254065,
"COL","UNEMP","TOT","PC_LF","M","2014-09",8.798077,
"COL","UNEMP","TOT","PC_LF","M","2014-10",8.904888,
"COL","UNEMP","TOT","PC_LF","M","2014-11",8.873719,
"COL","UNEMP","TOT","PC_LF","M","2014-12",9.397735,
"COL","UNEMP","TOT","PC_LF","M","2015-01",8.811709,
"COL","UNEMP","TOT","PC_LF","M","2015-02",8.746999,
"COL","UNEMP","TOT","PC_LF","M","2015-03",8.633811,
"COL","UNEMP","TOT","PC_LF","M","2015-04",9.455919,
"COL","UNEMP","TOT","PC_LF","M","2015-05",8.982582,
"COL","UNEMP","TOT","PC_LF","M","2015-06",8.671451,
"COL","UNEMP","TOT","PC_LF","M","2015-07",8.554723,
"COL","UNEMP","TOT","PC_LF","M","2015-08",9.366299,
"COL","UNEMP","TOT","PC_LF","M","2015-09",9.378977,
"COL","UNEMP","TOT","PC_LF","M","2015-10",9.177547,
"COL","UNEMP","TOT","PC_LF","M","2015-11",8.413029,
"COL","UNEMP","TOT","PC_LF","M","2015-12",9.224361,
"COL","UNEMP","TOT","PC_LF","M","2016-01",9.754348,
"COL","UNEMP","TOT","PC_LF","M","2016-02",8.899506,
"COL","UNEMP","TOT","PC_LF","M","2016-03",9.868981,
"COL","UNEMP","TOT","PC_LF","M","2016-04",9.026724,
"COL","UNEMP","TOT","PC_LF","M","2016-05",8.915191,
"COL","UNEMP","TOT","PC_LF","M","2016-06",9.367583,
"COL","UNEMP","TOT","PC_LF","M","2016-07",9.599631,
"COL","UNEMP","TOT","PC_LF","M","2016-08",9.310875,
"COL","UNEMP","TOT","PC_LF","M","2016-09",8.924681,
"COL","UNEMP","TOT","PC_LF","M","2016-10",9.338442,
"COL","UNEMP","TOT","PC_LF","M","2016-11",8.737568,
"COL","UNEMP","TOT","PC_LF","M","2016-12",9.444551,
"COL","UNEMP","TOT","PC_LF","M","2017-01",9.542232,
"COL","UNEMP","TOT","PC_LF","M","2017-02",9.313004,
"COL","UNEMP","TOT","PC_LF","M","2017-03",9.465652,
"COL","UNEMP","TOT","PC_LF","M","2017-04",8.972025,
"COL","UNEMP","TOT","PC_LF","M","2017-05",9.510469,
"COL","UNEMP","TOT","PC_LF","M","2017-06",9.237629,
"COL","UNEMP","TOT","PC_LF","M","2017-07",9.418546,
"COL","UNEMP","TOT","PC_LF","M","2017-08",9.339428,
"COL","UNEMP","TOT","PC_LF","M","2017-09",9.699531,
"COL","UNEMP","TOT","PC_LF","M","2017-10",9.570904,
"COL","UNEMP","TOT","PC_LF","M","2017-11",9.669055,
"COL","UNEMP","TOT","PC_LF","M","2017-12",9.285273,
"COL","UNEMP","TOT","PC_LF","M","2018-01",9.582708,
"COL","UNEMP","TOT","PC_LF","M","2018-02",9.570777,
"COL","UNEMP","TOT","PC_LF","M","2018-03",9.186499,
"COL","UNEMP","TOT","PC_LF","M","2018-04",9.482318,
"COL","UNEMP","TOT","PC_LF","M","2018-05",9.756197,
"COL","UNEMP","TOT","PC_LF","M","2018-06",9.617983,
"COL","UNEMP","TOT","PC_LF","M","2018-07",9.436195,
"COL","UNEMP","TOT","PC_LF","M","2018-08",9.407087,
"COL","UNEMP","TOT","PC_LF","M","2018-09",9.911795,
"COL","UNEMP","TOT","PC_LF","M","2018-10",10.08387,
"COL","UNEMP","TOT","PC_LF","M","2018-11",10.05315,
"COL","UNEMP","TOT","PC_LF","M","2018-12",10.4988,
"COL","UNEMP","TOT","PC_LF","M","2019-01",10.41741,
"COL","UNEMP","TOT","PC_LF","M","2019-02",10.42298,
"COL","UNEMP","TOT","PC_LF","M","2019-03",10.56239,
"COL","UNEMP","TOT","PC_LF","M","2019-04",10.35842,
"COL","UNEMP","TOT","PC_LF","M","2019-05",10.58452,
"COL","UNEMP","TOT","PC_LF","M","2019-06",10.0145,
"COL","UNEMP","TOT","PC_LF","M","2019-07",10.43978,
"COL","UNEMP","TOT","PC_LF","M","2019-08",11.1031,
"COL","UNEMP","TOT","PC_LF","M","2019-09",10.69007,
"COL","UNEMP","TOT","PC_LF","M","2019-10",10.94754,
"COL","UNEMP","TOT","PC_LF","M","2019-11",10.66715,
"COL","UNEMP","TOT","PC_LF","M","2019-12",10.28904,
"COL","UNEMP","TOT","PC_LF","M","2020-01",10.57995,
"COL","UNEMP","TOT","PC_LF","M","2020-02",10.80358,
